GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YBR191W,RPL21A,-0.504,-0.415,-0.064,1.54E-06,1.54E-06,2.52E-01
YHL048W,COS8,-0.022,0.194,-0.512,6.74E-01,2.24E-04,3.01E-12
YOL053W,YOL053W,0.136,0.307,-0.048,5.79E-03,1.15E-06,5.94E-01
YNL147W,LSM7,0.034,-0.235,-0.022,4.17E-01,6.25E-04,8.01E-01
YJL007C,YJL007C,0.019,0,0,9.23E-01,3.78E-01,1.00E+00
YPR064W,YPR064W,-0.266,-0.328,0,6.02E-02,1.51E-01,6.04E-01
YPR137W,YPR137W,0.093,0.662,0,8.01E-01,1.08E-04,3.64E-01
YHL049C,YHL049C,0.029,-0.057,-0.275,4.60E-01,2.40E-01,1.28E-03
YPL033C,YPL033C,-0.688,-0.234,0.189,6.95E-07,5.17E-01,6.21E-01
YOR085W,OST3,-0.121,0.095,-0.276,2.71E-03,6.22E-02,3.46E-06
YOR158W,PET123,0.217,-0.091,0.295,2.56E-05,8.91E-02,1.20E-02
YPL106C,SSE1,-0.185,-0.263,-0.922,3.17E-05,3.52E-03,1.60E-15
YKR018C,YKR018C,-0.023,0.223,0.017,5.70E-01,1.94E-05,7.79E-01
YNL148C,ALF1,-0.18,-0.174,-0.169,9.31E-04,6.94E-02,1.96E-01
YPR138C,MEP3,0.052,-0.077,0.035,1.82E-01,1.16E-01,6.16E-01
YOR086C,YOR086C,-0.096,-0.02,0.065,2.51E-02,7.02E-01,5.26E-01
YDR150W,NUM1,0.401,0.138,0.225,3.18E-08,8.37E-02,5.49E-02
YOR159C,SME1,0.033,-0.252,0.15,5.59E-01,1.02E-02,3.30E-01
YDR223W,YDR223W,0.332,0.17,0.632,6.08E-06,1.98E-01,3.10E-05
YIL028W,YIL028W,0.362,-0.525,0.041,1.48E-01,7.19E-02,6.95E-01
YBR192W,RIM2,-0.068,0.208,0.017,1.36E-01,6.39E-02,8.86E-01
YBR265W,TSC10,-0.01,0.2,-0.141,8.07E-01,1.05E-04,8.35E-02
YOL054W,YOL054W,0.273,-0.034,0.549,1.27E-05,7.58E-01,5.02E-05
YOL127W,RPL25,-0.192,-0.425,0.076,4.48E-04,9.24E-07,1.72E-01
YNL075W,IMP4,0.13,-0.85,0.792,1.30E-02,8.54E-07,6.19E-05
YER130C,YER130C,0.007,-0.988,0.458,8.95E-01,1.33E-07,9.73E-04
YJR039W,YJR039W,0.115,0.076,-0.153,3.90E-02,2.70E-01,1.34E-01
YML096W,YML096W,0.074,-0.341,0.301,1.05E-01,2.92E-04,1.88E-02
YDR151C,CTH1,0.049,-0.016,-0.075,2.47E-01,7.52E-01,3.79E-01
YDR224C,HTB1,0.188,0.19,-0.036,6.52E-04,1.36E-04,5.06E-01
YJL008C,CCT8,0.16,-0.127,0.42,4.86E-04,2.12E-02,2.19E-03
YIL029C,YIL029C,-0.147,0.055,-0.136,5.29E-02,5.97E-01,3.98E-01
YPR065W,ROX1,0.17,0.098,-0.154,3.61E-04,2.36E-02,1.96E-02
YBR193C,MED8,0.013,-0.074,0.088,7.76E-01,2.53E-01,3.98E-01
YBR266C,YBR266C,0.011,-0.585,0,9.15E-01,5.61E-03,1.00E+00
YOL055C,THI20,-0.033,0.018,0.088,6.25E-01,7.54E-01,3.73E-01
YOL128C,YOL128C,0.087,0.316,-0.395,2.44E-01,6.17E-05,7.77E-03
YKR019C,IRS4,0.092,-0.264,0.065,1.88E-01,3.17E-01,6.93E-01
YNL149C,YNL149C,0.162,-0.364,0.568,9.45E-03,4.90E-05,4.09E-04
YML097C,VPS9,0.228,-0.456,0.296,3.47E-05,1.15E-05,2.92E-02
YOR370C,MRS6,-0.027,-0.002,0.043,4.68E-01,9.71E-01,5.22E-01
YPR139C,YPR139C,0.08,-0.107,0.191,5.57E-02,4.56E-02,3.28E-02
YPL034W,YPL034W,-0.103,-0.357,0.044,2.13E-01,4.72E-02,8.44E-01
YPL107W,YPL107W,0.261,-0.286,0.547,1.36E-04,2.50E-02,1.17E-03
YNL076W,MKS1,0.144,-0.062,-0.152,4.53E-03,3.37E-01,9.90E-02
YPR066W,UBA3,-0.165,0.124,0.086,2.34E-03,6.81E-02,4.08E-01
YPL035C,YPL035C,-0.054,-0.331,0,8.70E-01,1.84E-01,9.18E-01
YOR087W,YOR087W,-0.092,0.067,-0.154,2.08E-02,1.37E-01,4.20E-02
YDL120W,YFH1,-0.025,-0.093,-0.022,5.23E-01,7.81E-02,8.24E-01
YOR371C,YOR371C,0.136,0.063,0.536,1.03E-02,5.50E-01,5.95E-03
YER131W,RPS26B,-0.21,-0.355,-0.251,2.63E-04,3.99E-06,2.05E-05
YDR152W,YDR152W,0.198,-0.457,0.652,1.83E-03,1.05E-04,1.65E-05
YDR225W,HTA1,0.153,0.273,0.026,1.92E-03,5.59E-06,6.29E-01
YJL009W,YJL009W,-0.02,-0.269,0.233,7.73E-01,3.50E-02,1.42E-01
YDL121C,YDL121C,-0.212,-0.338,0.385,1.81E-03,5.17E-05,3.32E-03
YBR194W,YBR194W,0.077,-0.081,0.089,4.43E-01,5.68E-01,7.02E-01
YBR267W,YBR267W,0.272,-0.715,0.074,1.51E-05,1.38E-05,6.30E-01
YPL108W,YPL108W,0.403,-0.549,0.78,4.25E-04,1.14E-02,4.27E-03
YOL056W,GPM3,-0.147,-0.299,0.159,7.30E-03,1.56E-03,2.18E-01
YOL129W,YOL129W,-0.065,0.163,-0.123,1.19E-01,3.66E-03,2.93E-02
YNL077W,YNL077W,0.156,0.428,-0.783,5.47E-03,2.53E-07,5.73E-07
YER132C,PMD1,-0.01,0.193,0,9.54E-01,5.55E-01,5.68E-01
YML098W,TAF19,0.06,-0.295,0.539,4.44E-01,2.85E-02,1.12E-03
YDR153C,YDR153C,0.182,0.002,0.489,2.09E-04,9.79E-01,5.73E-05
YBR195C,MSI1,-0.043,-0.28,0.169,4.63E-01,1.81E-02,2.08E-01
YPR067W,ISA2,-0.077,0.077,0.002,5.51E-02,1.28E-01,1.00E+00
YOR088W,YOR088W,-0.124,0.062,-0.258,3.26E-03,1.53E-01,7.29E-04
YPL109C,YPL109C,0.155,0.369,-0.024,1.56E-03,1.40E-04,8.22E-01
YBL090W,MRP21,0.057,-0.051,0.068,2.45E-01,5.16E-01,5.90E-01
YML099C,ARGR2,0,-0.286,0.223,1.00E+00,1.01E-02,2.05E-01
YOR372C,NDD1,0.095,0.098,-0.043,3.50E-02,3.41E-02,4.41E-01
YJL220W,YJL220W,0.111,0.378,-0.226,2.09E-01,3.08E-05,1.71E-01
YPR068C,HOS1,-0.082,0.595,0.2,4.70E-01,1.98E-02,4.37E-01
YOR089C,VPS21,0.193,-0.042,0.378,1.17E-04,3.25E-01,8.22E-06
YDR080W,VPS41,0,0.561,0,8.02E-01,1.07E-02,8.39E-01
YDR226W,ADK1,-0.245,-0.353,-0.28,2.22E-05,6.93E-06,1.78E-06
YLR210W,CLB4,0.093,-0.395,0.018,2.18E-01,4.53E-03,9.15E-01
YBL091C,MAP2,0.041,-0.151,0.039,2.77E-01,4.24E-03,5.83E-01
YBR268W,MRPL37,-0.075,-0.089,-0.227,9.53E-02,1.51E-01,1.22E-01
YPL036W,PMA2,-0.245,-0.227,-0.439,2.82E-05,1.89E-03,1.33E-06
YJL221C,FSP2,0.082,0.455,-0.654,2.16E-01,5.93E-08,8.27E-06
YOL057W,YOL057W,-0.122,0,0,3.50E-03,4.36E-01,1.00E+00
YNL078W,YNL078W,0.03,0.017,-0.087,4.34E-01,7.06E-01,2.50E-01
YDR081C,PDC2,0.205,-0.11,0.232,1.43E-01,7.25E-01,4.13E-01
YLR211C,YLR211C,-0.178,-0.048,0.001,3.31E-01,1.95E-01,9.46E-01
YBR196C,PGI1,-0.426,0.081,-0.366,4.10E-07,1.93E-01,1.93E-07
YBR269C,YBR269C,-0.05,0.303,-0.057,2.04E-01,3.53E-05,3.98E-01
YPL037C,EGD1,-0.109,-0.18,-0.08,1.01E-02,1.14E-03,1.40E-01
YDL122W,UBP1,0.229,0.596,0,8.12E-02,5.58E-02,3.50E-01
YNL079C,TPM1,0.196,-0.196,0.051,8.02E-05,5.09E-04,4.06E-01
YDR510W,SMT3,-0.203,-0.069,-0.27,4.03E-05,1.96E-01,3.36E-05
YPR069C,SPE3,0.05,-0.208,0.016,1.91E-01,6.77E-04,8.13E-01
YER060W,FCY21,-0.211,-0.634,0.208,6.79E-05,3.79E-07,1.67E-01
YER133W,GLC7,0.051,-0.085,-0.051,2.07E-01,6.40E-02,3.66E-01
YDR227W,SIR4,0.389,0.072,0.464,2.83E-03,5.30E-01,1.73E-01
YDL050C,YDL050C,0.061,-0.443,0.533,2.45E-01,3.20E-04,3.27E-02
YCL026C-A,FRM2,-0.263,-0.484,0,8.30E-02,2.39E-02,5.69E-01
YKL201C,MNN4,0.238,-0.141,0.223,2.33E-05,2.84E-02,9.38E-02
YOL058W,ARG1,-0.652,-0.541,-0.815,4.93E-06,4.10E-07,5.94E-10
YER061C,CEM1,-0.296,-0.4,0.366,1.43E-07,7.56E-06,1.43E-05
YER134C,YER134C,-0.211,-0.072,-0.641,1.05E-04,2.54E-01,5.45E-05
YDR155C,CPH1,-0.534,0.188,-0.16,4.51E-10,2.96E-03,1.52E-02
YDR228C,PCF11,0.082,0.032,0.063,3.23E-02,4.25E-01,2.88E-01
YLR212C,TUB4,0.239,-0.143,-0.308,1.67E-04,2.21E-01,7.51E-02
YBR197C,YBR197C,-0.123,-0.377,0.181,1.47E-02,1.71E-04,1.32E-01
YDL123W,YDL123W,-0.083,0.223,0.111,6.31E-02,5.26E-05,1.62E-01
YJL222W,VTH2,0.094,0.044,-0.246,2.29E-02,3.11E-01,3.49E-03
YFR040W,SAP155,-0.057,0.03,-0.033,1.63E-01,6.38E-01,7.47E-01
YIL170W,HXT12,0.294,0.582,-0.136,4.80E-06,9.58E-09,6.69E-02
YDR511W,YDR511W,-0.035,0.141,-0.137,4.27E-01,6.76E-03,1.07E-01
YDR082W,STN1,0.366,-0.318,0.174,4.85E-03,4.19E-02,1.73E-01
YNL290W,RFC3,0.129,-0.309,0.284,3.48E-03,2.74E-04,1.11E-02
YBL093C,ROX3,-0.059,-0.289,0.369,2.81E-01,1.17E-04,4.21E-04
YPL038W,MET31,0.035,-0.305,0.414,5.49E-01,1.24E-02,4.71E-03
YGR020C,VMA7,-0.102,-0.237,-0.141,2.33E-02,1.83E-03,6.75E-02
YFR041C,YFR041C,-0.002,-0.256,0.015,9.71E-01,2.46E-02,9.10E-01
YOL059W,GPD2,-0.499,-0.29,-0.591,3.38E-08,2.38E-05,1.53E-09
YJL223C,PAU1,-0.129,0.037,-0.014,9.46E-03,5.47E-01,8.95E-01
YDR512C,YDR512C,-0.084,0.095,-0.015,3.60E-02,4.42E-02,8.25E-01
YER062C,HOR2,-0.486,-0.942,0.359,3.73E-10,1.21E-08,5.86E-06
YER135C,YER135C,-0.152,-0.493,-0.03,7.25E-02,3.79E-02,9.54E-01
YOR374W,ALD4,1.28,0.444,0.5,3.37E-12,2.81E-08,1.78E-06
YLR213C,CRR1,-0.155,-0.228,-0.003,2.01E-01,5.49E-01,1.00E+00
YBR198C,TAF90,0.1,-0.283,0.141,3.76E-02,7.32E-03,3.05E-01
YNL291C,MID1,-0.143,0,-0.49,4.33E-03,1.00E+00,3.87E-09
YEL030W,ECM10,-0.28,0.206,-0.624,4.05E-04,4.22E-05,1.38E-10
YDL051W,YLA1,-0.045,-0.276,0.442,4.05E-01,9.77E-04,1.23E-04
YDL124W,YDL124W,-0.316,0.292,-0.065,2.33E-07,4.85E-03,2.37E-01
YKL202W,YKL202W,0.252,-0.186,0.223,1.44E-04,2.60E-02,6.49E-02
YOR375C,GDH1,-0.081,-0.543,-0.03,6.16E-02,3.08E-07,7.62E-01
YJL150W,YJL150W,-0.271,-0.292,0,4.06E-02,2.53E-01,1.00E+00
YFL010C,YFL010C,0.16,-0.354,0.694,1.28E-03,3.31E-03,2.45E-05
YDR083W,YDR083W,0.097,0.015,0.701,2.22E-02,9.54E-01,3.16E-04
YDR156W,RPA14,0.003,-0.376,0.332,9.46E-01,2.11E-04,3.60E-03
YDR229W,YDR229W,0.099,0.142,0.499,3.72E-02,1.88E-01,1.74E-04
YLR140W,YLR140W,0.358,-0.051,-0.269,2.50E-01,5.90E-01,1.31E-01
YDL052C,SLC1,-0.297,-0.1,-0.109,6.65E-07,4.12E-02,1.67E-01
YDL125C,HNT1,-0.28,0.029,-0.051,4.60E-06,5.79E-01,5.21E-01
YCL073C,YCL073C,-0.121,0.106,-0.061,1.29E-02,4.92E-02,5.05E-01
YKL130C,SHE2,-0.039,-0.146,0.036,3.27E-01,8.93E-03,6.60E-01
YBL094C,YBL094C,-0.056,0.06,0.195,3.40E-01,4.66E-01,1.52E-01
YKL203C,TOR2,-0.101,-0.683,0,7.36E-01,7.03E-02,4.33E-01
YPL039W,YPL039W,0.172,-0.03,0.278,2.71E-03,7.00E-01,3.33E-02
YJL151C,YJL151C,-0.249,0.125,-0.258,2.52E-06,2.19E-02,1.79E-05
YIL172C,YIL172C,0.153,0.448,-0.502,2.68E-01,9.31E-08,1.20E-05
YMR120C,ADE17,-1.052,-0.944,-0.93,8.84E-13,7.58E-08,8.30E-14
YDR084C,YDR084C,-0.094,0.122,-0.257,1.75E-02,1.29E-02,1.08E-04
YPL250C,YPL250C,-0.237,-0.697,0.698,5.71E-06,1.75E-06,8.95E-07
YEL031W,SPF1,-0.01,0.667,-0.096,9.38E-01,5.23E-04,8.17E-01
YGR021W,YGR021W,0.006,0.115,0.014,8.91E-01,3.22E-02,9.10E-01
YDR440W,PCH1,0.247,-0.046,0.443,5.74E-03,3.19E-02,2.80E-01
YFR042W,YFR042W,0.108,0.015,0.067,7.12E-03,7.02E-01,2.51E-01
YDR513W,TTR1,-0.139,0.192,-0.205,9.45E-04,2.00E-03,6.41E-04
YER063W,THO1,0.01,-0.018,-0.034,7.89E-01,6.78E-01,6.22E-01
YER136W,GDI1,0.073,0.045,0.049,8.51E-02,3.79E-01,3.90E-01
YDL053C,YDL053C,0.077,-0.157,0.186,1.11E-01,4.34E-03,1.87E-02
YLR141W,RRN5,0.026,0.285,-0.404,7.10E-01,1.04E-04,1.17E-03
YLR214W,FRE1,0.518,-0.279,0.282,4.68E-09,1.81E-03,3.91E-02
YDL126C,CDC48,0.06,-0.031,-0.152,1.97E-01,5.60E-01,3.11E-02
YBR199W,KTR4,-0.151,0.029,-0.049,8.96E-03,5.39E-01,4.37E-01
YGR022C,YGR022C,0.062,0.213,-0.086,5.91E-01,1.47E-01,6.34E-01
YFR043C,YFR043C,0.057,0.032,0.092,3.24E-01,6.76E-01,4.92E-01
YDR441C,APT2,0.028,0.14,0.121,5.21E-01,1.54E-02,2.62E-01
YDR514C,YDR514C,0.23,0,0.513,6.81E-03,1.00E+00,9.38E-02
YER064C,YER064C,0.029,-0.664,0.134,4.65E-01,1.77E-07,1.01E-01
YER137C,YER137C,0.003,-0.388,0.29,1.00E+00,1.64E-01,1.85E-01
YMR121C,RPL15B,0,0,0,1.00E+00,1.00E+00,1.00E+00
YDR085C,AFR1,-0.563,-0.039,0.184,1.47E-10,4.21E-01,1.57E-02
YOR376W,YOR376W,0.319,-0.129,0,3.33E-01,6.76E-01,1.00E+00
YLR215C,YLR215C,0.146,-0.35,0.245,3.17E-02,7.16E-03,1.25E-01
YFL011W,HXT10,0.356,0.952,-0.407,1.30E-07,5.83E-11,9.50E-06
YEL032W,MCM3,0.112,-0.255,-0.434,2.31E-02,1.86E-03,1.62E-02
YHR001W,YHR001W,0.171,0.12,-0.101,4.81E-04,9.10E-03,1.56E-01
YKL131W,YKL131W,-0.263,-0.354,0.037,3.41E-01,1.94E-01,9.42E-01
YBL095W,YBL095W,-0.266,0.183,-0.048,4.03E-02,3.11E-03,6.43E-01
YKL204W,YKL204W,0.253,-0.002,0.16,6.49E-06,9.79E-01,9.11E-02
YJL152W,YJL152W,-0.268,0.15,-0.252,2.83E-06,1.05E-02,8.24E-03
YIL173W,VTH1,0.071,-0.131,0.273,2.90E-01,3.34E-01,7.97E-02
YPL251W,YPL251W,0.126,-0.366,0.255,7.34E-02,8.56E-04,3.36E-01
YDR158W,HOM2,-0.311,-0.245,-1.198,2.00E-07,2.41E-04,3.29E-10
YLR142W,PUT1,0.58,0.243,0.796,2.75E-07,2.51E-05,7.73E-07
YDL054C,YDL054C,-0.115,0.113,-0.103,4.85E-03,4.04E-02,1.53E-01
YKR090W,YKR090W,-0.167,-0.052,-0.127,3.19E-03,3.82E-01,2.61E-01
YNL293W,MSB3,-0.115,-0.189,-0.148,5.81E-03,1.75E-03,5.50E-02
YBL096C,YBL096C,-0.009,0.08,0.168,9.01E-01,4.03E-01,3.07E-01
YKL132C,YKL132C,-0.048,-0.189,0.093,5.23E-01,7.32E-02,5.76E-01
YJL080C,SCP160,-0.251,-0.459,-0.705,2.25E-06,8.68E-06,4.14E-15
YJL153C,INO1,0.081,0.256,0.275,3.18E-01,3.58E-02,5.80E-02
YFR044C,YFR044C,-0.158,0.195,-0.271,1.78E-03,1.59E-04,1.23E-04
YER065C,ICL1,0.65,0.591,1.147,1.89E-10,4.85E-09,3.46E-08
YMR122C,YMR122C,0.404,0,0,1.21E-01,3.21E-01,3.88E-01
YDR086C,SSS1,-0.085,-0.211,-0.219,4.52E-02,4.11E-03,1.19E-02
YLR070C,YLR070C,0.029,0.332,0.09,6.20E-01,3.84E-05,4.58E-01
YPL252C,YAH1,-0.058,-0.227,-0.08,1.72E-01,1.06E-02,3.79E-01
YOR377W,ATF1,-0.237,0.071,-0.27,8.22E-06,1.92E-01,1.15E-03
YLR216C,CPR6,-0.167,0.045,-0.469,3.33E-03,3.11E-01,6.42E-11
YNL294C,YNL294C,-0.169,-0.008,0.074,2.71E-04,8.51E-01,2.66E-01
YFL012W,YFL012W,-0.721,-0.407,0.325,2.26E-05,1.35E-01,2.73E-01
YEL033W,YEL033W,0.121,0.077,-0.047,4.83E-03,6.39E-02,4.96E-01
YDL127W,PCL2,-0.05,-0.113,0.046,2.74E-01,7.61E-02,7.15E-01
YHR002W,YHR002W,0.031,0.135,-0.013,5.78E-01,5.02E-02,9.08E-01
YGR023W,MTL1,0.097,0.215,-0.071,1.55E-02,1.04E-04,2.46E-01
YKL205W,LOS1,0.001,0.029,-0.384,1.00E+00,9.01E-01,2.69E-01
YDR442W,YDR442W,-0.308,-0.089,-0.514,2.22E-03,5.64E-01,3.67E-02
YDR515W,SLF1,0.266,-0.225,0.311,1.65E-03,2.89E-01,7.23E-02
YIL174W,YIL174W,0.007,0.072,-0.345,9.54E-01,5.61E-01,5.80E-02
YFL013C,YFL013C,0.283,-0.203,0.981,4.82E-04,2.21E-01,9.68E-04
YDR159W,SAC3,0.157,0.324,0.416,1.78E-01,5.40E-02,1.50E-01
YLR143W,YLR143W,0.023,-0.441,0.446,6.55E-01,8.25E-05,1.27E-02
YDL055C,PSA1,-0.58,-0.12,-0.402,6.50E-10,8.14E-02,7.71E-05
YKR091W,SRL3,-0.542,-0.168,0.329,4.04E-06,4.90E-02,2.41E-02
YHR003C,YHR003C,0.078,-0.22,0.013,7.28E-02,4.90E-03,9.10E-01
YKL060C,FBA1,-0.406,0.222,-0.316,7.90E-09,8.76E-04,6.64E-06
YKL133C,YKL133C,0.181,0.145,0.318,1.88E-03,4.52E-02,1.42E-02
YJL081C,ARP4,0.195,-0.112,0.156,3.80E-04,3.33E-02,7.27E-02
YGR024C,YGR024C,-0.124,-0.128,-0.029,1.63E-02,3.09E-02,7.76E-01
YKL206C,YKL206C,-0.132,-0.105,0.137,1.11E-02,4.62E-02,9.33E-02
YDR370C,YDR370C,-0.005,-0.319,-0.612,9.20E-01,1.32E-01,1.51E-05
YJL154C,VPS35,-0.22,0.02,-0.034,1.23E-05,6.85E-01,6.21E-01
YDR443C,SRB9,0,0.079,0.024,1.00E+00,2.55E-01,8.82E-01
YDR516C,YDR516C,-0.403,0.211,-0.844,3.16E-07,2.45E-04,6.74E-12
YER139C,YER139C,-0.075,-0.075,0.268,1.55E-01,4.29E-01,2.06E-02
YDR087C,RRP1,0.462,-0.589,0.955,2.08E-05,3.46E-05,8.84E-05
YPL253C,VIK1,0.202,0.102,0.002,1.08E-01,6.35E-01,1.00E+00
YLR071C,RGR1,0.112,-0.082,0.315,1.64E-01,7.01E-01,1.22E-01
YOR378W,YOR378W,0.093,0.256,0.105,3.85E-01,3.64E-02,5.24E-01
YLR144C,ACF2,-0.162,0.018,-0.174,3.35E-04,6.99E-01,4.31E-02
YKR092C,SRP40,0.186,-0.013,0.058,2.17E-04,7.87E-01,4.20E-01
YEL034W,HYP2,0.127,0.119,-0.045,3.63E-03,6.03E-03,4.09E-01
YDL128W,VCX1,0.084,0.163,-0.185,3.67E-02,2.86E-03,1.45E-03
YCL076W,YCL076W,-0.669,0,0,6.30E-05,5.95E-01,1.00E+00
YBL097W,BRN1,0.255,-0.525,0.379,2.57E-02,5.79E-02,2.45E-01
YOR379C,YOR379C,0.125,-0.225,0.17,6.45E-01,5.74E-01,7.07E-01
YFR045W,YFR045W,0.395,-0.159,0.082,1.88E-07,2.23E-02,3.16E-01
YER066W,YER066W,-0.092,0.155,-0.176,7.62E-02,9.05E-03,1.08E-01
YPL180W,YPL180W,0.374,0.586,0.52,4.76E-05,3.22E-05,1.44E-03
YEL035C,UTR5,-0.211,-0.265,-0.149,5.78E-02,3.32E-01,7.57E-01
YMR123W,PKR1,-0.016,-0.534,0.394,7.98E-01,3.24E-04,1.79E-01
YLL040C,VPS13,0.108,0.236,-0.187,4.78E-01,3.52E-01,6.34E-01
YLR217W,YLR217W,-0.253,-0.067,-0.905,1.41E-04,4.44E-01,4.51E-05
YNL295W,YNL295W,0.204,-0.028,0.278,4.56E-04,6.90E-01,1.25E-02
YHR004C,NEM1,-0.097,0.032,0.006,1.76E-02,5.03E-01,9.32E-01
YKL134C,1-Oct,0.13,-0.181,0.129,3.92E-02,1.04E-01,3.61E-01
YJL155C,FBP26,-0.069,0.189,0.106,7.31E-02,3.62E-03,1.66E-01
YFR046C,YFR046C,0.187,-0.257,0.067,8.30E-03,2.58E-01,7.46E-01
YIL176C,YIL176C,-0.029,0.075,-0.045,6.80E-01,2.40E-01,6.48E-01
YDR088C,SLU7,0.294,0.325,0.819,3.87E-06,3.14E-01,1.43E-05
YLR218C,YLR218C,0.237,-0.24,0.244,1.90E-01,2.79E-01,4.13E-01
YFL014W,HSP12,-1.104,0.602,-0.029,2.75E-08,2.96E-04,6.46E-01
YDL056W,MBP1,0.22,0.178,0.401,7.79E-04,4.43E-02,1.85E-02
YDL129W,YDL129W,0.07,-0.103,0.328,2.04E-01,2.51E-01,1.96E-02
YKL061W,YKL061W,0.104,-0.127,0.602,2.11E-01,3.21E-01,1.87E-02
YBL098W,YBL098W,-0.05,-0.282,0.116,2.71E-01,8.12E-05,1.77E-01
YKL207W,YKL207W,-0.02,-0.132,0.061,6.08E-01,1.53E-02,4.29E-01
YJL082W,YJL082W,-0.217,-0.015,0.007,1.96E-05,7.60E-01,9.42E-01
YGR025W,YGR025W,-0.076,-0.085,-0.188,3.50E-01,5.52E-01,2.04E-01
YDR371W,YDR371W,-0.062,-0.09,-0.593,1.71E-01,2.10E-01,4.63E-07
YDR444W,YDR444W,0.078,0.034,-0.225,1.38E-01,5.80E-01,3.20E-02
YNR030W,ECM39,-0.195,-0.15,-0.274,2.01E-04,4.75E-03,2.05E-04
YDR517W,YDR517W,-0.124,0.189,-1.018,2.24E-03,1.16E-04,9.52E-16
YER067W,YER067W,-0.608,0.6,-0.875,1.05E-10,5.15E-04,5.47E-16
YFL015C,YFL015C,-0.205,-0.226,-0.198,4.60E-03,1.36E-02,2.09E-01
YPL181W,YPL181W,0.285,-0.075,0.25,6.16E-07,1.28E-01,5.75E-03
YEL036C,ANP1,0.049,-0.092,0.1,1.83E-01,4.39E-02,9.25E-02
YMR124W,YMR124W,0,-0.004,-0.162,1.00E+00,9.38E-01,3.90E-02
YPL254W,HFI1,0.081,-0.097,-0.033,2.59E-01,4.13E-01,7.99E-01
YLR072W,YLR072W,0.102,-0.017,0.197,2.80E-02,7.32E-01,6.93E-02
YLR145W,YLR145W,-0.114,-0.556,0.066,1.91E-01,2.39E-02,9.10E-01
YKR093W,PTR2,0.29,0.095,0.066,8.24E-07,2.98E-02,3.37E-01
YLL041C,SDH2,0.138,-0.041,0.07,4.47E-03,3.32E-01,2.79E-01
YHR005C,GPA1,-0.02,-0.413,0.33,6.44E-01,5.03E-05,3.12E-03
YNL296W,YNL296W,0.002,0.114,0.529,1.00E+00,5.66E-01,1.11E-01
YKL135C,APL2,0.107,0.01,0.134,1.40E-02,8.15E-01,5.29E-02
YJL156C,SSY5,0.018,-0.036,-0.008,6.70E-01,4.30E-01,9.04E-01
YOR010C,TIR2,-0.245,0.193,-0.173,1.09E-06,1.07E-04,3.98E-03
YDR372C,YDR372C,-0.082,-0.348,-0.186,3.55E-02,1.91E-04,4.90E-03
YDR445C,YDR445C,-0.461,-0.132,-0.493,3.28E-05,6.12E-01,3.25E-02
YFR047C,YFR047C,-0.182,0.06,-0.448,1.61E-04,2.33E-01,3.18E-11
YNR031C,SSK2,0.029,0.63,0.134,4.91E-01,1.10E-08,1.32E-01
YPL182C,YPL182C,0.296,-0.264,0.163,2.44E-06,1.60E-02,2.11E-01
YLR073C,YLR073C,0.057,-0.324,0.301,4.47E-01,2.85E-03,2.08E-01
YLR146C,SPE4,-0.191,-0.331,0.063,3.10E-04,8.30E-03,8.03E-01
YKR094C,RPL40B,0.036,-0.578,0.042,5.40E-01,2.92E-04,8.25E-01
YNL297C,YNL297C,0.073,0.111,-0.049,5.27E-02,1.13E-02,3.56E-01
YML020W,YML020W,0.167,-0.115,0.146,2.96E-03,3.65E-01,3.47E-01
YDL057W,YDL057W,-0.014,-0.018,0.069,8.38E-01,8.38E-01,5.89E-01
YKL062W,MSN4,-0.307,-0.234,-0.074,3.12E-06,2.82E-04,4.13E-01
YBL099W,ATP1,0.19,0.25,-0.336,1.25E-03,1.72E-05,2.68E-08
YJL083W,YJL083W,0.124,0.114,0.163,1.42E-02,6.82E-02,1.92E-01
YGR026W,YGR026W,-0.131,0.099,-0.261,9.51E-04,5.04E-02,1.16E-04
YKL208W,CBT1,-0.115,-0.078,0.045,4.34E-02,3.14E-01,6.77E-01
YDR518W,EUG1,-0.272,-0.092,-0.844,4.97E-07,6.17E-02,6.76E-16
YFL016C,MDJ1,0.187,0.102,-0.212,1.85E-03,2.42E-02,1.10E-03
YER068W,SIG1,0.028,0.143,-0.163,4.83E-01,2.39E-03,9.12E-02
YMR052W,FAR3,-0.662,0,0,8.64E-03,3.52E-01,1.00E+00
YEL037C,RAD23,0.092,-0.114,0.269,2.04E-02,2.02E-02,7.68E-04
YMR125W,STO1,-0.062,-0.09,-0.062,1.72E-01,1.04E-01,5.64E-01
YDR089W,YDR089W,-0.46,-0.246,-0.039,3.19E-08,2.50E-01,8.77E-01
YPL255W,BBP1,0.199,0.206,0.18,8.77E-03,3.31E-01,5.60E-01
YML021C,UNG1,-0.029,-0.43,0.277,6.33E-01,3.48E-04,1.61E-01
YLR219W,YLR219W,0.034,0.203,0.038,3.88E-01,3.27E-04,5.60E-01
YLL042C,YLL042C,-0.315,-0.099,-0.167,2.54E-05,2.52E-01,2.53E-01
YKL063C,YKL063C,0.127,-0.345,0.45,1.77E-02,3.46E-03,7.68E-03
YJL084C,YJL084C,0.166,0.172,0.205,1.72E-03,4.65E-02,3.74E-02
YKL209C,STE6,-0.292,-0.032,-1.019,1.42E-05,6.86E-01,3.19E-06
